experiment_name,split_method,evaluation,fold,model,model_config,model_experiment,training_mode,rows,accuracy,f1,recall,precision,fpr,fnr,tpr,tnr,auc,fit_seconds,accuracy_std,f1_std,recall_std,precision_std,fpr_std,fnr_std,tpr_std,tnr_std,auc_std,fit_seconds_std,label_counts,prediction_counts
regular__val__naive_bayes:default,regular,val,,naive_bayes,default,naive_bayes:default,supervised,8520,0.8638,0.4357,0.3874,0.5793,0.0795,0.6126,0.3874,0.9205,0.8702,2.07,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 7272, ""1"": 909, ""2"": 202, ""3"": 137}"
regular__test__naive_bayes:default,regular,test,,naive_bayes,default,naive_bayes:default,supervised,8520,0.8662,0.4384,0.3892,0.5775,0.0768,0.6109,0.3892,0.9232,0.9024,2.03,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 7216, ""1"": 955, ""2"": 238, ""3"": 110, ""4"": 1}"
regular__val__naive_bayes:high_smoothing,regular,val,,naive_bayes,high_smoothing,naive_bayes:high_smoothing,supervised,8520,0.8445,0.3915,0.3425,0.5868,0.0958,0.6575,0.3425,0.9042,0.8377,2.13,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 7540, ""1"": 745, ""2"": 130, ""3"": 105}"
regular__test__naive_bayes:high_smoothing,regular,test,,naive_bayes,high_smoothing,naive_bayes:high_smoothing,supervised,8520,0.845,0.3907,0.3403,0.5884,0.095,0.6597,0.3403,0.905,0.876,2.03,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 7518, ""1"": 768, ""2"": 155, ""3"": 79}"
regular__val__naive_bayes:low_smoothing,regular,val,,naive_bayes,low_smoothing,naive_bayes:low_smoothing,supervised,8520,0.8804,0.5605,0.5371,0.6182,0.0444,0.4629,0.5371,0.9556,0.9492,2.01,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 6365, ""1"": 1211, ""2"": 668, ""3"": 258, ""4"": 18}"
regular__test__naive_bayes:low_smoothing,regular,test,,naive_bayes,low_smoothing,naive_bayes:low_smoothing,supervised,8520,0.8859,0.7171,0.7028,0.757,0.0411,0.2972,0.7028,0.9589,0.9588,2.02,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 6297, ""1"": 1274, ""2"": 700, ""3"": 236, ""4"": 12, ""5"": 1}"
regular__val__naive_bayes:oversampled,regular,val,,naive_bayes,oversampled,naive_bayes:oversampled,supervised,8520,0.7404,0.4724,0.8173,0.4209,0.0522,0.1827,0.8173,0.9478,0.9529,2.13,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 4697, ""1"": 1387, ""2"": 1310, ""3"": 718, ""4"": 351, ""5"": 57}"
regular__test__naive_bayes:oversampled,regular,test,,naive_bayes,oversampled,naive_bayes:oversampled,supervised,8520,0.748,0.4692,0.8434,0.4202,0.0504,0.1566,0.8434,0.9496,0.9601,2.11,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 4688, ""1"": 1450, ""2"": 1326, ""3"": 660, ""4"": 347, ""5"": 49}"
regular__val__logistic_regression:balanced,regular,val,,logistic_regression,balanced,logistic_regression:balanced,supervised,8520,0.8871,0.6883,0.8728,0.6191,0.031,0.1272,0.8729,0.9689,,19.05,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 5999, ""1"": 1078, ""2"": 946, ""3"": 378, ""4"": 111, ""5"": 8}"
regular__test__logistic_regression:balanced,regular,test,,logistic_regression,balanced,logistic_regression:balanced,supervised,8520,0.8899,0.702,0.8818,0.6264,0.0295,0.1182,0.8818,0.9705,,19.35,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 5970, ""1"": 1109, ""2"": 998, ""3"": 351, ""4"": 89, ""5"": 3}"
regular__val__logistic_regression:default,regular,val,,logistic_regression,default,logistic_regression:default,supervised,8520,0.9025,0.6053,0.5542,0.6823,0.0482,0.4458,0.5543,0.9517,,1010.04,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 6787, ""1"": 989, ""2"": 495, ""3"": 218, ""4"": 31}"
regular__test__logistic_regression:default,regular,test,,logistic_regression,default,logistic_regression:default,supervised,8520,0.9124,0.6449,0.6102,0.6896,0.0416,0.3897,0.6102,0.9584,,17.73,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 6673, ""1"": 1061, ""2"": 540, ""3"": 214, ""4"": 32}"
regular__val__logistic_regression:oversampled,regular,val,,logistic_regression,oversampled,logistic_regression:oversampled,supervised,8520,0.8988,0.7217,0.8619,0.6594,0.031,0.1381,0.8619,0.969,,45.66,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 6154, ""1"": 1063, ""2"": 852, ""3"": 355, ""4"": 90, ""5"": 6}"
regular__test__logistic_regression:oversampled,regular,test,,logistic_regression,oversampled,logistic_regression:oversampled,supervised,8520,0.8999,0.7924,0.8554,0.7549,0.0298,0.1446,0.8554,0.9702,,45.17,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 6115, ""1"": 1112, ""2"": 895, ""3"": 326, ""4"": 71, ""5"": 1}"
regular__val__logistic_regression:strong_regularization,regular,val,,logistic_regression,strong_regularization,logistic_regression:strong_regularization,supervised,8520,0.8765,0.5145,0.4477,0.6869,0.0701,0.5523,0.4477,0.9299,,10.7,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 7136, ""1"": 884, ""2"": 326, ""3"": 162, ""4"": 12}"
regular__test__logistic_regression:strong_regularization,regular,test,,logistic_regression,strong_regularization,logistic_regression:strong_regularization,supervised,8520,0.8808,0.512,0.4479,0.6676,0.0688,0.552,0.448,0.9312,,10.56,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 7132, ""1"": 886, ""2"": 343, ""3"": 151, ""4"": 8}"
regular__val__logistic_regression:weak_regularization,regular,val,,logistic_regression,weak_regularization,logistic_regression:weak_regularization,supervised,8520,0.9054,0.7177,0.6427,0.8478,0.0446,0.3573,0.6427,0.9554,,23.12,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 6695, ""1"": 1003, ""2"": 562, ""3"": 233, ""4"": 26, ""5"": 1}"
regular__test__logistic_regression:weak_regularization,regular,test,,logistic_regression,weak_regularization,logistic_regression:weak_regularization,supervised,8520,0.9126,0.8058,0.7758,0.8422,0.0387,0.2242,0.7758,0.9613,,23.45,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 6577, ""1"": 1075, ""2"": 616, ""3"": 221, ""4"": 30, ""5"": 1}"
regular__val__linear_svc:balanced,regular,val,,linear_svc,balanced,linear_svc:balanced,supervised,8520,0.9068,0.7356,0.8113,0.7044,0.0339,0.1887,0.8113,0.9661,,5.31,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 6365, ""1"": 1065, ""2"": 727, ""3"": 302, ""4"": 56, ""5"": 5}"
regular__test__linear_svc:balanced,regular,test,,linear_svc,balanced,linear_svc:balanced,supervised,8520,0.9085,0.8098,0.8339,0.7936,0.0326,0.1661,0.8338,0.9674,,5.35,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 6319, ""1"": 1121, ""2"": 755, ""3"": 271, ""4"": 53, ""5"": 1}"
regular__val__linear_svc:default,regular,val,,linear_svc,default,linear_svc:default,supervised,8520,0.9079,0.7378,0.7566,0.7593,0.0418,0.2434,0.7566,0.9582,,4.08,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 6637, ""1"": 1049, ""2"": 555, ""3"": 237, ""4"": 38, ""5"": 4}"
regular__test__linear_svc:default,regular,test,,linear_svc,default,linear_svc:default,supervised,8520,0.9134,0.8032,0.7728,0.8409,0.0378,0.2272,0.7728,0.9622,,3.94,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 6551, ""1"": 1109, ""2"": 605, ""3"": 226, ""4"": 28, ""5"": 1}"
regular__val__linear_svc:oversampled,regular,val,,linear_svc,oversampled,linear_svc:oversampled,supervised,8520,0.8988,0.7299,0.8121,0.693,0.0344,0.1879,0.8121,0.9656,,98.94,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 6270, ""1"": 1067, ""2"": 812, ""3"": 311, ""4"": 55, ""5"": 5}"
regular__test__linear_svc:oversampled,regular,test,,linear_svc,oversampled,linear_svc:oversampled,supervised,8520,0.9004,0.8,0.8287,0.7791,0.0343,0.1714,0.8286,0.9657,,97.87,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 6258, ""1"": 1114, ""2"": 808, ""3"": 287, ""4"": 52, ""5"": 1}"
regular__val__linear_svc:strong_regularization,regular,val,,linear_svc,strong_regularization,linear_svc:strong_regularization,supervised,8520,0.9018,0.6028,0.5482,0.6908,0.05,0.4518,0.5482,0.95,,2.82,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 6820, ""1"": 1012, ""2"": 441, ""3"": 217, ""4"": 29, ""5"": 1}"
regular__test__linear_svc:strong_regularization,regular,test,,linear_svc,strong_regularization,linear_svc:strong_regularization,supervised,8520,0.9089,0.7751,0.7249,0.8533,0.045,0.2751,0.725,0.955,,2.88,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 6732, ""1"": 1069, ""2"": 497, ""3"": 201, ""4"": 20, ""5"": 1}"
regular__val__linear_svc:weak_regularization,regular,val,,linear_svc,weak_regularization,linear_svc:weak_regularization,supervised,8520,0.9008,0.7032,0.7441,0.7162,0.0417,0.2559,0.7441,0.9583,,14.29,,,,,,,,,,,"{""0"": 6375, ""1"": 1078, ""2"": 685, ""3"": 331, ""4"": 49, ""5"": 2}","{""0"": 6541, ""1"": 1045, ""2"": 632, ""3"": 265, ""4"": 32, ""5"": 5}"
regular__test__linear_svc:weak_regularization,regular,test,,linear_svc,weak_regularization,linear_svc:weak_regularization,supervised,8520,0.9027,0.7902,0.7745,0.8079,0.0385,0.2255,0.7745,0.9615,,14.09,,,,,,,,,,,"{""0"": 6350, ""1"": 1140, ""2"": 716, ""3"": 277, ""4"": 36, ""5"": 1}","{""0"": 6440, ""1"": 1113, ""2"": 688, ""3"": 247, ""4"": 31, ""5"": 1}"
regular__fold_val__naive_bayes:default__fold_1,regular,fold_val,fold_1,naive_bayes,default,naive_bayes:default,supervised,15336,0.8601,0.4153,0.3692,0.5687,0.0817,0.6309,0.3691,0.9183,0.8322,2.13,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 13141, ""1"": 1646, ""2"": 385, ""3"": 164}"
regular__fold_val__naive_bayes:high_smoothing__fold_1,regular,fold_val,fold_1,naive_bayes,high_smoothing,naive_bayes:high_smoothing,supervised,15336,0.8419,0.3739,0.3281,0.5807,0.0981,0.6719,0.3281,0.9019,0.7981,2.14,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 13634, ""1"": 1339, ""2"": 236, ""3"": 127}"
regular__fold_val__naive_bayes:low_smoothing__fold_1,regular,fold_val,fold_1,naive_bayes,low_smoothing,naive_bayes:low_smoothing,supervised,15336,0.8775,0.5464,0.5249,0.6102,0.0448,0.4751,0.5249,0.9552,0.9281,2.17,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 11428, ""1"": 2224, ""2"": 1256, ""3"": 407, ""4"": 21}"
regular__fold_val__naive_bayes:oversampled__fold_1,regular,fold_val,fold_1,naive_bayes,oversampled,naive_bayes:oversampled,supervised,15336,0.7381,0.4731,0.8003,0.4186,0.0525,0.1997,0.8003,0.9475,0.9395,2.24,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 8378, ""1"": 2618, ""2"": 2492, ""3"": 1174, ""4"": 601, ""5"": 73}"
regular__fold_val__logistic_regression:balanced__fold_1,regular,fold_val,fold_1,logistic_regression,balanced,logistic_regression:balanced,supervised,15336,0.8846,0.6938,0.8365,0.6259,0.0314,0.1635,0.8365,0.9686,,17.4,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 10778, ""1"": 1945, ""2"": 1809, ""3"": 619, ""4"": 174, ""5"": 11}"
regular__fold_val__logistic_regression:default__fold_1,regular,fold_val,fold_1,logistic_regression,default,logistic_regression:default,supervised,15336,0.9011,0.5829,0.5319,0.6671,0.0486,0.4681,0.5319,0.9514,,15.61,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 12201, ""1"": 1805, ""2"": 958, ""3"": 338, ""4"": 34}"
regular__fold_val__logistic_regression:oversampled__fold_1,regular,fold_val,fold_1,logistic_regression,oversampled,logistic_regression:oversampled,supervised,15336,0.8935,0.7191,0.8175,0.6622,0.0324,0.1825,0.8175,0.9676,,35.05,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 11052, ""1"": 1924, ""2"": 1646, ""3"": 573, ""4"": 132, ""5"": 9}"
regular__fold_val__logistic_regression:strong_regularization__fold_1,regular,fold_val,fold_1,logistic_regression,strong_regularization,logistic_regression:strong_regularization,supervised,15336,0.8711,0.4867,0.4215,0.6737,0.0746,0.5785,0.4215,0.9254,,9.72,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 12979, ""1"": 1530, ""2"": 593, ""3"": 221, ""4"": 13}"
regular__fold_val__logistic_regression:weak_regularization__fold_1,regular,fold_val,fold_1,logistic_regression,weak_regularization,logistic_regression:weak_regularization,supervised,15336,0.9025,0.6589,0.5959,0.829,0.0439,0.4041,0.5959,0.9561,,24.73,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 11965, ""1"": 1833, ""2"": 1125, ""3"": 370, ""4"": 42, ""5"": 1}"
regular__fold_val__linear_svc:balanced__fold_1,regular,fold_val,fold_1,linear_svc,balanced,linear_svc:balanced,supervised,15336,0.9019,0.7184,0.738,0.7029,0.0351,0.262,0.738,0.9649,,4.72,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 11435, ""1"": 1904, ""2"": 1415, ""3"": 492, ""4"": 84, ""5"": 6}"
regular__fold_val__linear_svc:default__fold_1,regular,fold_val,fold_1,linear_svc,default,linear_svc:default,supervised,15336,0.9029,0.7025,0.681,0.7334,0.0422,0.319,0.681,0.9578,,3.79,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 11880, ""1"": 1880, ""2"": 1119, ""3"": 397, ""4"": 54, ""5"": 6}"
regular__fold_val__linear_svc:oversampled__fold_1,regular,fold_val,fold_1,linear_svc,oversampled,linear_svc:oversampled,supervised,15336,0.8942,0.7123,0.7419,0.6894,0.036,0.2581,0.7419,0.964,,95.65,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 11301, ""1"": 1895, ""2"": 1530, ""3"": 515, ""4"": 89, ""5"": 6}"
regular__fold_val__linear_svc:strong_regularization__fold_1,regular,fold_val,fold_1,linear_svc,strong_regularization,linear_svc:strong_regularization,supervised,15336,0.9004,0.6322,0.5632,0.7624,0.05,0.4368,0.5632,0.95,,2.99,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 12257, ""1"": 1830, ""2"": 884, ""3"": 330, ""4"": 33, ""5"": 2}"
regular__fold_val__linear_svc:weak_regularization__fold_1,regular,fold_val,fold_1,linear_svc,weak_regularization,linear_svc:weak_regularization,supervised,15336,0.8938,0.6718,0.6602,0.685,0.0419,0.3398,0.6602,0.9581,,13.85,,,,,,,,,,,"{""0"": 11492, ""1"": 1976, ""2"": 1279, ""3"": 515, ""4"": 69, ""5"": 5}","{""0"": 11650, ""1"": 1888, ""2"": 1285, ""3"": 441, ""4"": 67, ""5"": 5}"
regular__fold_val__naive_bayes:default__fold_2,regular,fold_val,fold_2,naive_bayes,default,naive_bayes:default,supervised,15336,0.8588,0.4287,0.379,0.6486,0.0832,0.621,0.379,0.9169,0.8644,2.12,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 13175, ""1"": 1563, ""2"": 368, ""3"": 228, ""4"": 2}"
regular__fold_val__naive_bayes:high_smoothing__fold_2,regular,fold_val,fold_2,naive_bayes,high_smoothing,naive_bayes:high_smoothing,supervised,15336,0.8408,0.381,0.3341,0.5644,0.0986,0.6659,0.3341,0.9014,0.835,2.1,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 13622, ""1"": 1292, ""2"": 249, ""3"": 173}"
regular__fold_val__naive_bayes:low_smoothing__fold_2,regular,fold_val,fold_2,naive_bayes,low_smoothing,naive_bayes:low_smoothing,supervised,15336,0.8762,0.6582,0.6092,0.7881,0.0445,0.3908,0.6092,0.9555,0.9377,2.14,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 11390, ""1"": 2178, ""2"": 1272, ""3"": 469, ""4"": 23, ""5"": 4}"
regular__fold_val__naive_bayes:oversampled__fold_2,regular,fold_val,fold_2,naive_bayes,oversampled,naive_bayes:oversampled,supervised,15336,0.7332,0.472,0.7866,0.4189,0.0542,0.2133,0.7867,0.9458,0.9438,2.24,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 8408, ""1"": 2501, ""2"": 2440, ""3"": 1251, ""4"": 597, ""5"": 139}"
regular__fold_val__logistic_regression:balanced__fold_2,regular,fold_val,fold_2,logistic_regression,balanced,logistic_regression:balanced,supervised,15336,0.881,0.7158,0.7997,0.6843,0.0324,0.2003,0.7997,0.9676,,17.15,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 10792, ""1"": 1919, ""2"": 1756, ""3"": 676, ""4"": 186, ""5"": 7}"
regular__fold_val__logistic_regression:default__fold_2,regular,fold_val,fold_2,logistic_regression,default,logistic_regression:default,supervised,15336,0.8994,0.6129,0.564,0.684,0.0488,0.436,0.564,0.9512,,14.49,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 12200, ""1"": 1769, ""2"": 934, ""3"": 383, ""4"": 50}"
regular__fold_val__logistic_regression:oversampled__fold_2,regular,fold_val,fold_2,logistic_regression,oversampled,logistic_regression:oversampled,supervised,15336,0.8923,0.7379,0.7924,0.7147,0.0322,0.2076,0.7924,0.9678,,38.26,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 11064, ""1"": 1884, ""2"": 1613, ""3"": 624, ""4"": 144, ""5"": 7}"
regular__fold_val__logistic_regression:strong_regularization__fold_2,regular,fold_val,fold_2,logistic_regression,strong_regularization,logistic_regression:strong_regularization,supervised,15336,0.8727,0.5218,0.4514,0.6981,0.0731,0.5486,0.4514,0.9269,,10.57,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 12919, ""1"": 1502, ""2"": 599, ""3"": 296, ""4"": 20}"
regular__fold_val__logistic_regression:weak_regularization__fold_2,regular,fold_val,fold_2,logistic_regression,weak_regularization,logistic_regression:weak_regularization,supervised,15336,0.9024,0.7239,0.6555,0.8432,0.0435,0.3445,0.6555,0.9565,,24.59,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 11963, ""1"": 1816, ""2"": 1087, ""3"": 416, ""4"": 50, ""5"": 4}"
regular__fold_val__linear_svc:balanced__fold_2,regular,fold_val,fold_2,linear_svc,balanced,linear_svc:balanced,supervised,15336,0.9025,0.756,0.7491,0.775,0.0347,0.2509,0.7491,0.9653,,4.87,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 11450, ""1"": 1908, ""2"": 1348, ""3"": 534, ""4"": 90, ""5"": 6}"
regular__fold_val__linear_svc:default__fold_2,regular,fold_val,fold_2,linear_svc,default,linear_svc:default,supervised,15336,0.9036,0.7418,0.6903,0.8119,0.0416,0.3097,0.6903,0.9584,,4.12,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 11878, ""1"": 1882, ""2"": 1071, ""3"": 443, ""4"": 56, ""5"": 6}"
regular__fold_val__linear_svc:oversampled__fold_2,regular,fold_val,fold_2,linear_svc,oversampled,linear_svc:oversampled,supervised,15336,0.8963,0.7497,0.7534,0.7605,0.0347,0.2466,0.7534,0.9653,,88.98,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 11304, ""1"": 1901, ""2"": 1474, ""3"": 555, ""4"": 96, ""5"": 6}"
regular__fold_val__linear_svc:strong_regularization__fold_2,regular,fold_val,fold_2,linear_svc,strong_regularization,linear_svc:strong_regularization,supervised,15336,0.8985,0.6062,0.5548,0.6847,0.0503,0.4452,0.5548,0.9496,,2.96,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 12256, ""1"": 1788, ""2"": 853, ""3"": 393, ""4"": 46}"
regular__fold_val__linear_svc:weak_regularization__fold_2,regular,fold_val,fold_2,linear_svc,weak_regularization,linear_svc:weak_regularization,supervised,15336,0.8972,0.7217,0.6836,0.7715,0.0414,0.3164,0.6836,0.9586,,13.98,,,,,,,,,,,"{""0"": 11510, ""1"": 1923, ""2"": 1249, ""3"": 571, ""4"": 74, ""5"": 9}","{""0"": 11712, ""1"": 1880, ""2"": 1212, ""3"": 473, ""4"": 52, ""5"": 7}"
regular__fold_val__naive_bayes:default__fold_3,regular,fold_val,fold_3,naive_bayes,default,naive_bayes:default,supervised,15336,0.8607,0.433,0.3822,0.7343,0.081,0.6179,0.3821,0.919,0.8436,2.24,,,,,,,,,,,"{""0"": 11467, ""1"": 2002, ""2"": 1265, ""3"": 525, ""4"": 71, ""5"": 6}","{""0"": 13133, ""1"": 1604, ""2"": 379, ""3"": 219, ""4"": 1}"
regular__fold_val__naive_bayes:high_smoothing__fold_3,regular,fold_val,fold_3,naive_bayes,high_smoothing,naive_bayes:high_smoothing,supervised,15336,0.8421,0.3854,0.3367,0.5766,0.0968,0.6633,0.3368,0.9032,0.8117,2.26,,,,,,,,,,,"{""0"": 11467, ""1"": 2002, ""2"": 1265, ""3"": 525, ""4"": 71, ""5"": 6}","{""0"": 13593, ""1"": 1332, ""2"": 246, ""3"": 165}"
regular__fold_val__naive_bayes:low_smoothing__fold_3,regular,fold_val,fold_3,naive_bayes,low_smoothing,naive_bayes:low_smoothing,supervised,15336,0.8783,0.5292,0.5129,0.5935,0.0449,0.4871,0.5129,0.9551,0.9286,2.2,,,,,,,,,,,"{""0"": 11467, ""1"": 2002, ""2"": 1265, ""3"": 525, ""4"": 71, ""5"": 6}","{""0"": 11458, ""1"": 2200, ""2"": 1222, ""3"": 441, ""4"": 15}"
regular__fold_val__naive_bayes:oversampled__fold_3,regular,fold_val,fold_3,naive_bayes,oversampled,naive_bayes:oversampled,supervised,15336,0.74,0.4715,0.7715,0.4196,0.0522,0.2285,0.7715,0.9478,0.9461,2.25,,,,,,,,,,,"{""0"": 11467, ""1"": 2002, ""2"": 1265, ""3"": 525, ""4"": 71, ""5"": 6}","{""0"": 8452, ""1"": 2571, ""2"": 2397, ""3"": 1173, ""4"": 671, ""5"": 72}"
regular__fold_val__logistic_regression:balanced__fold_3,regular,fold_val,fold_3,logistic_regression,balanced,logistic_regression:balanced,supervised,15336,0.8865,0.7014,0.8075,0.6428,0.0314,0.1925,0.8075,0.9686,,19.33,,,,,,,,,,,"{""0"": 11467, ""1"": 2002, ""2"": 1265, ""3"": 525, ""4"": 71, ""5"": 6}","{""0"": 10846, ""1"": 1916, ""2"": 1752, ""3"": 652, ""4"": 161, ""5"": 9}"
regular__fold_val__logistic_regression:default__fold_3,regular,fold_val,fold_3,logistic_regression,default,logistic_regression:default,supervised,15336,0.9008,0.6009,0.5519,0.6718,0.0488,0.4481,0.5519,0.9512,,16.67,,,,,,,,,,,"{""0"": 11467, ""1"": 2002, ""2"": 1265, ""3"": 525, ""4"": 71, ""5"": 6}","{""0"": 12221, ""1"": 1767, ""2"": 936, ""3"": 366, ""4"": 46}"
regular__fold_val__logistic_regression:oversampled__fold_3,regular,fold_val,fold_3,logistic_regression,oversampled,logistic_regression:oversampled,supervised,15336,0.8982,0.7099,0.7687,0.6712,0.0312,0.2313,0.7687,0.9688,,40.54,,,,,,,,,,,"{""0"": 11467, ""1"": 2002, ""2"": 1265, ""3"": 525, ""4"": 71, ""5"": 6}","{""0"": 11132, ""1"": 1893, ""2"": 1584, ""3"": 598, ""4"": 122, ""5"": 7}"
